Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Improved_Heading,Improved_Error
30.18,1.39,17.15,15.76,1.39,15.759999999999998
30.19,1.37,17.15,15.78,1.37,15.779999999999998
30.2,1.38,17.15,15.77,1.38,15.77
30.21,1.42,17.15,15.73,1.42,15.729999999999999
30.22,1.55,17.15,15.6,1.55,15.599999999999998
30.23,1.63,17.15,15.52,1.63,15.52
30.24,1.71,17.15,15.44,1.71,15.439999999999998
30.25,1.77,17.15,15.38,1.77,15.379999999999999
30.26,1.81,17.15,15.34,1.81,15.339999999999998
30.27,1.88,17.15,15.27,1.88,15.27
30.28,1.9,17.15,15.25,1.9,15.249999999999998
30.29,1.93,17.15,15.22,1.93,15.219999999999999
30.3,1.97,17.15,15.18,1.97,15.179999999999998
30.31,2.0,17.15,15.15,2.0,15.149999999999999
30.32,2.04,17.15,15.11,2.04,15.11
30.33,2.12,17.15,15.03,2.12,15.029999999999998
30.34,2.17,17.15,14.98,2.17,14.979999999999999
30.35,2.21,17.15,14.94,2.21,14.939999999999998
30.36,2.26,17.15,14.89,2.26,14.889999999999999
30.37,2.31,17.15,14.84,2.31,14.839999999999998
30.38,2.4,17.15,14.75,2.4,14.749999999999998
30.39,2.44,17.15,14.71,2.44,14.709999999999999
30.4,2.48,17.15,14.67,2.48,14.669999999999998
30.41,2.51,17.15,14.64,2.51,14.639999999999999
30.42,2.53,17.15,14.62,2.53,14.62
30.43,2.55,17.15,14.6,2.55,14.599999999999998
30.44,2.55,17.15,14.6,2.55,14.599999999999998
30.46,2.55,17.15,14.6,2.55,14.599999999999998
30.46,2.57,17.15,14.58,2.57,14.579999999999998
30.47,2.59,17.15,14.56,2.59,14.559999999999999
30.48,2.64,17.15,14.51,2.64,14.509999999999998
30.5,2.67,17.15,14.48,2.67,14.479999999999999
30.5,2.69,17.15,14.46,2.69,14.459999999999999
30.52,2.7,17.15,14.45,2.7,14.45
30.52,2.71,17.15,14.44,2.71,14.439999999999998
30.53,2.72,17.15,14.43,2.72,14.429999999999998
30.54,2.74,17.15,14.41,2.74,14.409999999999998
30.55,2.76,17.15,14.39,2.76,14.389999999999999
30.56,2.78,17.15,14.37,2.78,14.37
30.57,2.8,17.15,14.35,2.8,14.349999999999998
30.58,2.83,17.15,14.32,2.83,14.319999999999999
30.59,2.89,17.15,14.26,2.89,14.259999999999998
30.6,2.92,17.15,14.23,2.92,14.229999999999999
30.61,2.94,17.15,14.21,2.94,14.209999999999999
30.62,2.96,17.15,14.19,2.96,14.189999999999998
30.63,2.97,17.15,14.18,2.97,14.179999999999998
30.64,2.98,17.15,14.17,2.98,14.169999999999998
30.65,2.98,17.15,14.17,2.98,14.169999999999998
30.66,2.97,17.15,14.18,2.97,14.179999999999998
30.67,2.97,17.15,14.18,2.97,14.179999999999998
30.68,2.98,17.15,14.17,2.98,14.169999999999998
30.69,3.03,17.15,14.12,3.03,14.12
30.7,3.06,17.15,14.09,3.06,14.089999999999998
30.71,3.08,17.15,14.07,3.08,14.069999999999999
30.72,3.09,17.15,14.06,3.09,14.059999999999999
30.73,3.07,17.15,14.08,3.07,14.079999999999998
30.74,3.0,17.15,14.15,3.0,14.149999999999999
30.75,2.97,17.15,14.18,2.97,14.179999999999998
30.77,2.95,17.15,14.2,2.95,14.2
30.77,2.94,17.15,14.21,2.94,14.209999999999999
30.78,2.96,17.15,14.19,2.96,14.189999999999998
30.79,2.99,17.15,14.16,2.99,14.159999999999998
30.8,3.07,17.15,14.08,3.07,14.079999999999998
30.81,3.11,17.15,14.04,3.11,14.04
30.82,3.14,17.15,14.01,3.14,14.009999999999998
30.83,3.18,17.15,13.97,3.18,13.969999999999999
30.84,3.2,17.15,13.95,3.2,13.95
30.85,3.25,17.15,13.9,3.25,13.899999999999999
30.86,3.27,17.15,13.88,3.27,13.879999999999999
30.87,3.29,17.15,13.86,3.29,13.86
30.88,3.31,17.15,13.84,3.31,13.839999999999998
30.89,3.32,17.15,13.83,3.32,13.829999999999998
30.9,3.33,17.15,13.82,3.33,13.819999999999999
30.91,3.33,17.15,13.82,3.33,13.819999999999999
30.92,3.33,17.15,13.82,3.33,13.819999999999999
30.93,3.33,17.15,13.82,3.33,13.819999999999999
30.94,3.34,17.15,13.81,3.34,13.809999999999999
30.95,3.35,17.15,13.8,3.35,13.799999999999999
30.96,3.35,17.15,13.8,3.35,13.799999999999999
30.97,3.35,17.15,13.8,3.35,13.799999999999999
30.98,3.35,17.15,13.8,3.35,13.799999999999999
30.99,3.35,17.15,13.8,3.35,13.799999999999999
31.0,3.37,17.15,13.78,3.37,13.779999999999998
31.01,3.37,17.15,13.78,3.37,13.779999999999998
31.02,3.38,17.15,13.77,3.38,13.77
31.03,3.39,17.15,13.76,3.39,13.759999999999998
31.04,3.41,17.15,13.74,3.41,13.739999999999998
31.05,3.44,17.15,13.71,3.44,13.709999999999999
31.06,3.5,17.15,13.65,3.5,13.649999999999999
31.07,3.53,17.15,13.62,3.53,13.62
31.08,3.55,17.15,13.6,3.55,13.599999999999998
31.09,3.56,17.15,13.59,3.56,13.589999999999998
31.1,3.56,17.15,13.59,3.56,13.589999999999998
31.11,3.55,17.15,13.6,3.55,13.599999999999998
31.12,3.55,17.15,13.6,3.55,13.599999999999998
31.13,3.54,17.15,13.61,3.54,13.61
31.14,3.54,17.15,13.61,3.54,13.61
31.15,3.54,17.15,13.61,3.54,13.61
31.16,3.54,17.15,13.61,3.54,13.61
31.17,3.54,17.15,13.61,3.54,13.61
31.18,3.54,17.15,13.61,3.54,13.61
31.19,3.54,17.15,13.61,3.54,13.61
31.2,3.54,17.15,13.61,3.54,13.61
31.24,3.55,3.93,0.38,3.55,0.38000000000000034
31.24,3.55,3.93,0.38,3.55,0.38000000000000034
31.25,3.56,3.93,0.37,3.56,0.3700000000000001
31.25,3.56,3.93,0.37,3.56,0.3700000000000001
31.25,3.57,3.93,0.36,3.57,0.3600000000000003
31.26,3.59,3.93,0.34,3.59,0.3400000000000003
31.27,3.6,3.93,0.33,3.6,0.33000000000000007
31.28,3.61,3.93,0.32,3.61,0.3200000000000003
31.29,3.62,3.93,0.31,3.62,0.31000000000000005
31.3,3.64,3.93,0.29,3.64,0.29000000000000004
31.31,3.66,3.93,0.27,3.66,0.27
31.32,3.71,3.93,0.22,3.71,0.2200000000000002
31.33,3.74,3.93,0.19,3.74,0.18999999999999995
31.34,3.76,3.93,0.17,3.76,0.17000000000000037
31.35,3.78,3.93,0.15,3.78,0.15000000000000036
31.36,3.78,3.93,0.15,3.78,0.15000000000000036
31.37,3.79,3.93,0.14,3.79,0.14000000000000012
31.38,3.78,3.93,0.15,3.78,0.15000000000000036
31.39,3.78,3.93,0.15,3.78,0.15000000000000036
31.4,3.78,3.93,0.15,3.78,0.15000000000000036
31.41,3.78,3.93,0.15,3.78,0.15000000000000036
31.42,3.8,3.93,0.13,3.8,0.13000000000000034
31.43,3.81,3.93,0.12,3.81,0.1200000000000001
31.44,3.82,3.93,0.11,3.82,0.11000000000000032
31.45,3.84,3.93,0.09,3.84,0.0900000000000003
31.46,3.86,3.93,0.07,3.86,0.07000000000000028
31.47,3.88,3.93,0.05,3.88,0.050000000000000266
31.48,3.89,3.93,0.04,3.89,0.040000000000000036
31.49,3.88,3.93,0.05,3.88,0.050000000000000266
31.5,3.88,3.93,0.05,3.88,0.050000000000000266
31.51,3.88,3.93,0.05,3.88,0.050000000000000266
31.52,3.9,3.93,0.03,3.9,0.03000000000000025
31.53,3.93,3.93,0.0,3.93,0.0
31.54,3.97,3.93,0.04,3.97,0.040000000000000036
31.55,4.01,3.93,0.08,4.01,0.07999999999999963
31.56,4.04,3.93,0.11,4.04,0.10999999999999988
31.58,4.05,3.93,0.12,4.05,0.11999999999999966
31.58,4.06,3.93,0.13,4.06,0.12999999999999945
31.59,4.06,3.93,0.13,4.06,0.12999999999999945
31.6,4.06,3.93,0.13,4.06,0.12999999999999945
31.61,4.08,3.93,0.15,4.08,0.1499999999999999
31.62,4.1,3.93,0.17,4.1,0.16999999999999948
31.63,4.15,3.93,0.22,4.15,0.2200000000000002
31.64,4.18,3.93,0.25,4.18,0.24999999999999956
31.65,4.19,3.93,0.26,4.19,0.26000000000000023
31.66,4.19,3.93,0.26,4.19,0.26000000000000023
31.67,4.18,3.93,0.25,4.18,0.24999999999999956
31.68,4.13,3.93,0.2,4.13,0.19999999999999973
31.69,4.1,3.93,0.17,4.1,0.16999999999999948
31.7,4.08,3.93,0.15,4.08,0.1499999999999999
31.71,4.06,3.93,0.13,4.06,0.12999999999999945
31.72,4.05,3.93,0.12,4.05,0.11999999999999966
31.73,4.05,3.93,0.12,4.05,0.11999999999999966
31.74,4.06,3.93,0.13,4.06,0.12999999999999945
31.75,4.08,3.93,0.15,4.08,0.1499999999999999
31.76,4.11,3.93,0.18,4.11,0.18000000000000016
31.77,4.12,3.93,0.19,4.12,0.18999999999999995
31.78,4.14,3.93,0.21,4.14,0.20999999999999952
31.79,4.15,3.93,0.22,4.15,0.2200000000000002
31.8,4.16,3.93,0.23,4.16,0.22999999999999998
31.81,4.18,3.93,0.25,4.18,0.24999999999999956
31.82,4.19,3.93,0.26,4.19,0.26000000000000023
31.83,4.21,3.93,0.28,4.21,0.2799999999999998
31.84,4.23,3.93,0.3,4.23,0.30000000000000027
31.85,4.24,3.93,0.31,4.24,0.31000000000000005
31.86,4.25,3.93,0.32,4.25,0.31999999999999984
31.87,4.26,3.93,0.33,4.26,0.3299999999999996
31.88,4.27,3.93,0.34,4.27,0.3399999999999994
31.89,4.31,3.93,0.38,4.31,0.37999999999999945
31.9,4.33,3.93,0.4,4.33,0.3999999999999999
31.91,4.34,3.93,0.41,4.34,0.4099999999999997
31.92,4.36,3.93,0.43,4.36,0.43000000000000016
31.93,4.37,3.93,0.44,4.37,0.43999999999999995
31.94,4.42,3.93,0.49,4.42,0.48999999999999977
31.96,4.45,3.93,0.52,4.45,0.52
31.96,4.49,3.93,0.56,4.49,0.56
31.97,4.53,3.93,0.6,4.53,0.6000000000000001
31.98,4.56,3.93,0.63,4.56,0.6299999999999994
31.99,4.62,3.93,0.69,4.62,0.69
32.0,4.64,3.93,0.71,4.64,0.7099999999999995
32.01,4.65,3.93,0.72,4.65,0.7200000000000002
32.02,4.66,3.93,0.73,4.66,0.73
32.03,4.67,3.93,0.74,4.67,0.7399999999999998
32.04,4.68,3.93,0.75,4.68,0.7499999999999996
32.05,4.69,3.93,0.76,4.69,0.7600000000000002
32.06,4.7,3.93,0.77,4.7,0.77
32.07,4.71,3.93,0.78,4.71,0.7799999999999998
32.08,4.72,3.93,0.79,4.72,0.7899999999999996
32.1,4.73,3.93,0.8,4.73,0.8000000000000003
32.1,4.74,3.93,0.81,4.74,0.81
32.11,4.73,3.93,0.8,4.73,0.8000000000000003
32.12,4.73,3.93,0.8,4.73,0.8000000000000003
32.13,4.71,3.93,0.78,4.71,0.7799999999999998
32.14,4.69,3.93,0.76,4.69,0.7600000000000002
32.15,4.65,3.93,0.72,4.65,0.7200000000000002
32.16,4.62,3.93,0.69,4.62,0.69
32.17,4.59,3.93,0.66,4.59,0.6599999999999997
32.18,4.57,3.93,0.64,4.57,0.6400000000000001
32.19,4.55,3.93,0.62,4.55,0.6199999999999997
32.2,4.53,3.93,0.6,4.53,0.6000000000000001
32.21,4.53,3.93,0.6,4.53,0.6000000000000001
32.22,4.53,3.93,0.6,4.53,0.6000000000000001
32.23,4.52,3.93,0.59,4.52,0.5899999999999994
32.24,4.52,3.93,0.59,4.52,0.5899999999999994
32.26,4.5,3.93,0.57,4.5,0.5699999999999998
32.26,4.48,3.93,0.55,4.48,0.5500000000000003
32.27,4.47,3.93,0.54,4.47,0.5399999999999996
32.28,4.46,3.93,0.53,4.46,0.5299999999999998
32.29,4.47,3.93,0.54,4.47,0.5399999999999996
32.3,4.48,3.93,0.55,4.48,0.5500000000000003
32.31,4.51,3.93,0.58,4.51,0.5799999999999996
32.32,4.52,3.93,0.59,4.52,0.5899999999999994
32.34,4.53,3.93,0.6,4.53,0.6000000000000001
32.34,4.54,3.93,0.61,4.54,0.6099999999999999
32.35,4.54,3.93,0.61,4.54,0.6099999999999999
32.36,4.54,3.93,0.61,4.54,0.6099999999999999
32.37,4.54,3.93,0.61,4.54,0.6099999999999999
32.38,4.54,3.93,0.61,4.54,0.6099999999999999
32.39,4.55,3.93,0.62,4.55,0.6199999999999997
32.4,4.56,3.93,0.63,4.56,0.6299999999999994
32.41,4.56,3.93,0.63,4.56,0.6299999999999994
32.42,4.55,3.93,0.62,4.55,0.6199999999999997
32.43,4.54,3.93,0.61,4.54,0.6099999999999999
32.44,4.52,3.93,0.59,4.52,0.5899999999999994
32.45,4.51,3.93,0.58,4.51,0.5799999999999996
32.46,4.49,3.93,0.56,4.49,0.56
32.47,4.49,3.93,0.56,4.49,0.56
32.48,4.48,3.93,0.55,4.48,0.5500000000000003
32.49,4.48,3.93,0.55,4.48,0.5500000000000003
32.5,4.47,3.93,0.54,4.47,0.5399999999999996
32.51,4.45,3.93,0.52,4.45,0.52
32.52,4.44,3.93,0.51,4.44,0.5100000000000002
32.53,4.43,3.93,0.5,4.43,0.49999999999999956
32.54,4.44,3.93,0.51,4.44,0.5100000000000002
32.56,4.46,3.93,0.53,4.46,0.5299999999999998
32.56,4.49,3.93,0.56,4.49,0.56
32.57,4.56,3.93,0.63,4.56,0.6299999999999994
32.58,4.59,3.93,0.66,4.59,0.6599999999999997
32.59,4.61,3.93,0.68,4.61,0.6800000000000002
32.6,4.63,3.93,0.7,4.63,0.6999999999999997
32.61,4.64,3.93,0.71,4.64,0.7099999999999995
32.62,4.64,3.93,0.71,4.64,0.7099999999999995
32.63,4.64,3.93,0.71,4.64,0.7099999999999995
32.64,4.64,3.93,0.71,4.64,0.7099999999999995
32.66,4.64,3.93,0.71,4.64,0.7099999999999995
32.66,4.66,3.93,0.73,4.66,0.73
32.67,4.69,3.93,0.76,4.69,0.7600000000000002
32.68,4.71,3.93,0.78,4.71,0.7799999999999998
32.69,4.73,3.93,0.8,4.73,0.8000000000000003
32.7,4.74,3.93,0.81,4.74,0.81
32.71,4.74,3.93,0.81,4.74,0.81
32.72,4.76,3.93,0.83,4.76,0.8299999999999996
32.73,4.77,3.93,0.84,4.77,0.8399999999999994
32.74,4.78,3.93,0.85,4.78,0.8500000000000001
32.75,4.8,3.93,0.87,4.8,0.8699999999999997
32.76,4.81,3.93,0.88,4.81,0.8799999999999994
32.77,4.85,3.93,0.92,4.85,0.9199999999999995
32.78,4.87,3.93,0.94,4.87,0.94
32.8,4.89,3.93,0.96,4.89,0.9599999999999995
32.8,4.91,3.93,0.98,4.91,0.98
32.81,4.93,3.93,1.0,4.93,0.9999999999999996
32.82,4.95,3.93,1.02,4.95,1.02
32.83,4.97,3.93,1.04,4.97,1.0399999999999996
32.84,4.97,3.93,1.04,4.97,1.0399999999999996
32.85,4.96,3.93,1.03,4.96,1.0299999999999998
32.86,4.95,3.93,1.02,4.95,1.02
32.87,4.95,3.93,1.02,4.95,1.02
32.88,4.96,3.93,1.03,4.96,1.0299999999999998
32.89,4.97,3.93,1.04,4.97,1.0399999999999996
32.9,4.98,3.93,1.05,4.98,1.0500000000000003
32.91,4.99,3.93,1.06,4.99,1.06
32.92,5.01,3.93,1.08,5.01,1.0799999999999996
32.93,5.06,3.93,1.13,5.06,1.1299999999999994
32.94,5.08,3.93,1.15,5.08,1.15
32.96,5.08,3.93,1.15,5.08,1.15
32.96,5.08,3.93,1.15,5.08,1.15
32.97,5.08,3.93,1.15,5.08,1.15
32.98,5.07,3.93,1.14,5.07,1.1400000000000001
32.99,5.07,3.93,1.14,5.07,1.1400000000000001
33.0,5.07,3.93,1.14,5.07,1.1400000000000001
33.01,5.08,3.93,1.15,5.08,1.15
33.02,5.08,3.93,1.15,5.08,1.15
33.03,5.09,3.93,1.16,5.09,1.1599999999999997
33.04,5.1,3.93,1.17,5.1,1.1699999999999995
33.05,5.1,3.93,1.17,5.1,1.1699999999999995
33.06,5.09,3.93,1.16,5.09,1.1599999999999997
33.07,5.08,3.93,1.15,5.08,1.15
33.08,5.06,3.93,1.13,5.06,1.1299999999999994
33.09,5.03,3.93,1.1,5.03,1.1
33.1,5.02,3.93,1.09,5.02,1.0899999999999994
33.12,5.01,3.93,1.08,5.01,1.0799999999999996
33.12,5.0,3.93,1.07,5.0,1.0699999999999998
33.13,4.99,3.93,1.06,4.99,1.06
33.14,4.97,3.93,1.04,4.97,1.0399999999999996
33.15,4.96,3.93,1.03,4.96,1.0299999999999998
33.16,4.96,3.93,1.03,4.96,1.0299999999999998
33.17,4.96,3.93,1.03,4.96,1.0299999999999998
33.18,4.96,3.93,1.03,4.96,1.0299999999999998
33.19,4.99,3.93,1.06,4.99,1.06
33.2,5.0,3.93,1.07,5.0,1.0699999999999998
33.21,5.02,3.93,1.09,5.02,1.0899999999999994
33.22,5.04,3.93,1.11,5.04,1.1099999999999999
33.24,5.05,3.93,1.12,5.05,1.1199999999999997
33.24,5.07,3.93,1.14,5.07,1.1400000000000001
33.25,5.06,3.93,1.13,5.06,1.1299999999999994
33.26,5.06,3.93,1.13,5.06,1.1299999999999994
33.28,5.05,3.93,1.12,5.05,1.1199999999999997
33.28,5.05,3.93,1.12,5.05,1.1199999999999997
33.29,5.04,3.93,1.11,5.04,1.1099999999999999
33.3,5.03,3.93,1.1,5.03,1.1
33.31,5.03,3.93,1.1,5.03,1.1
33.32,5.04,3.93,1.11,5.04,1.1099999999999999
33.33,5.05,3.93,1.12,5.05,1.1199999999999997
33.34,5.06,3.93,1.13,5.06,1.1299999999999994
33.36,5.07,3.93,1.14,5.07,1.1400000000000001
33.36,5.08,3.93,1.15,5.08,1.15
33.37,5.09,3.93,1.16,5.09,1.1599999999999997
33.38,5.1,3.93,1.17,5.1,1.1699999999999995
33.39,5.11,3.93,1.18,5.11,1.1800000000000002
33.4,5.1,3.93,1.17,5.1,1.1699999999999995
33.41,5.09,3.93,1.16,5.09,1.1599999999999997
33.42,5.07,3.93,1.14,5.07,1.1400000000000001
33.43,5.06,3.93,1.13,5.06,1.1299999999999994
33.44,5.06,3.93,1.13,5.06,1.1299999999999994
33.45,5.06,3.93,1.13,5.06,1.1299999999999994
33.46,5.06,3.93,1.13,5.06,1.1299999999999994
33.47,5.07,3.93,1.14,5.07,1.1400000000000001
33.48,5.07,3.93,1.14,5.07,1.1400000000000001
33.49,5.07,3.93,1.14,5.07,1.1400000000000001
33.5,5.06,3.93,1.13,5.06,1.1299999999999994
33.51,5.05,3.93,1.12,5.05,1.1199999999999997
33.52,5.04,3.93,1.11,5.04,1.1099999999999999
33.53,5.03,3.93,1.1,5.03,1.1
33.54,5.02,3.93,1.09,5.02,1.0899999999999994
33.55,5.03,3.93,1.1,5.03,1.1
33.56,5.04,3.93,1.11,5.04,1.1099999999999999
33.57,5.05,3.93,1.12,5.05,1.1199999999999997
33.58,5.07,3.93,1.14,5.07,1.1400000000000001
33.59,5.08,3.93,1.15,5.08,1.15
33.6,5.09,3.93,1.16,5.09,1.1599999999999997
33.61,5.1,3.93,1.17,5.1,1.1699999999999995
33.62,5.1,3.93,1.17,5.1,1.1699999999999995
33.63,5.11,3.93,1.18,5.11,1.1800000000000002
33.64,5.12,3.93,1.19,5.12,1.19
33.65,5.13,3.93,1.2,5.13,1.1999999999999997
33.66,5.11,3.93,1.18,5.11,1.1800000000000002
33.67,5.1,3.93,1.17,5.1,1.1699999999999995
33.68,5.08,3.93,1.15,5.08,1.15
33.69,5.07,3.93,1.14,5.07,1.1400000000000001
33.7,5.07,3.93,1.14,5.07,1.1400000000000001
33.71,5.07,3.93,1.14,5.07,1.1400000000000001
33.72,5.08,3.93,1.15,5.08,1.15
33.73,5.08,3.93,1.15,5.08,1.15
33.74,5.08,3.93,1.15,5.08,1.15
33.75,5.09,3.93,1.16,5.09,1.1599999999999997
33.76,5.09,3.93,1.16,5.09,1.1599999999999997
33.77,5.1,3.93,1.17,5.1,1.1699999999999995
33.78,5.1,3.93,1.17,5.1,1.1699999999999995
33.79,5.11,3.93,1.18,5.11,1.1800000000000002
33.8,5.11,3.93,1.18,5.11,1.1800000000000002
33.81,5.13,3.93,1.2,5.13,1.1999999999999997
33.82,5.15,3.93,1.22,5.15,1.2200000000000002
33.83,5.16,3.93,1.23,5.16,1.23
33.84,5.18,3.93,1.25,5.18,1.2499999999999996
33.85,5.2,3.93,1.27,5.2,1.27
33.86,5.21,3.93,1.28,5.21,1.2799999999999998
33.87,5.23,3.93,1.3,5.23,1.3000000000000003
33.88,5.23,3.93,1.3,5.23,1.3000000000000003
33.89,5.23,3.93,1.3,5.23,1.3000000000000003
33.9,5.23,3.93,1.3,5.23,1.3000000000000003
33.91,5.24,3.93,1.31,5.24,1.31
33.92,5.27,3.93,1.34,5.27,1.3399999999999994
33.93,5.28,3.93,1.35,5.28,1.35
33.94,5.29,3.93,1.36,5.29,1.3599999999999999
33.95,5.3,3.93,1.37,5.3,1.3699999999999997
33.96,5.31,3.93,1.38,5.31,1.3799999999999994
33.97,5.31,3.93,1.38,5.31,1.3799999999999994
33.98,5.32,3.93,1.39,5.32,1.3900000000000001
33.99,5.33,3.93,1.4,5.33,1.4
34.0,5.34,3.93,1.41,5.34,1.4099999999999997
34.01,5.35,3.93,1.42,5.35,1.4199999999999995
34.02,5.36,3.93,1.43,5.36,1.4300000000000002
34.03,5.36,3.93,1.43,5.36,1.4300000000000002
34.04,5.34,3.93,1.41,5.34,1.4099999999999997
34.05,5.32,3.93,1.39,5.32,1.3900000000000001
34.06,5.3,3.93,1.37,5.3,1.3699999999999997
34.07,5.28,3.93,1.35,5.28,1.35
34.08,5.25,3.93,1.32,5.25,1.3199999999999998
34.09,5.25,3.93,1.32,5.25,1.3199999999999998
34.1,5.25,3.93,1.32,5.25,1.3199999999999998
34.11,5.26,3.93,1.33,5.26,1.3299999999999996
34.12,5.28,3.93,1.35,5.28,1.35
34.13,5.3,3.93,1.37,5.3,1.3699999999999997
34.14,5.3,3.93,1.37,5.3,1.3699999999999997
34.15,5.3,3.93,1.37,5.3,1.3699999999999997
34.16,5.3,3.93,1.37,5.3,1.3699999999999997
34.17,5.3,3.93,1.37,5.3,1.3699999999999997
34.18,5.29,3.93,1.36,5.29,1.3599999999999999
34.19,5.29,3.93,1.36,5.29,1.3599999999999999
34.2,5.3,3.93,1.37,5.3,1.3699999999999997
34.21,5.3,3.93,1.37,5.3,1.3699999999999997
34.22,5.3,3.93,1.37,5.3,1.3699999999999997
34.23,5.29,3.93,1.36,5.29,1.3599999999999999
34.24,5.29,3.93,1.36,5.29,1.3599999999999999
34.25,5.28,3.93,1.35,5.28,1.35
34.26,5.28,3.93,1.35,5.28,1.35
34.27,5.28,3.93,1.35,5.28,1.35
34.28,5.27,3.93,1.34,5.27,1.3399999999999994
34.29,5.27,3.93,1.34,5.27,1.3399999999999994
34.3,5.25,3.93,1.32,5.25,1.3199999999999998
34.31,5.24,3.93,1.31,5.24,1.31
34.32,5.24,3.93,1.31,5.24,1.31
34.33,5.24,3.93,1.31,5.24,1.31
34.34,5.26,3.93,1.33,5.26,1.3299999999999996
34.35,5.26,3.93,1.33,5.26,1.3299999999999996
34.36,5.25,3.93,1.32,5.25,1.3199999999999998
34.37,5.25,3.93,1.32,5.25,1.3199999999999998
34.38,5.23,3.93,1.3,5.23,1.3000000000000003
34.39,5.21,3.93,1.28,5.21,1.2799999999999998
34.4,5.21,3.93,1.28,5.21,1.2799999999999998
34.41,5.21,3.93,1.28,5.21,1.2799999999999998
34.42,5.21,3.93,1.28,5.21,1.2799999999999998
34.43,5.2,3.93,1.27,5.2,1.27
34.44,5.2,3.93,1.27,5.2,1.27
34.45,5.2,3.93,1.27,5.2,1.27
34.46,5.2,3.93,1.27,5.2,1.27
34.47,5.2,3.93,1.27,5.2,1.27
34.48,5.2,3.93,1.27,5.2,1.27
34.49,5.2,3.93,1.27,5.2,1.27
34.5,5.21,3.93,1.28,5.21,1.2799999999999998
34.51,5.21,3.93,1.28,5.21,1.2799999999999998
34.52,5.21,3.93,1.28,5.21,1.2799999999999998
34.55,5.19,0.0,5.19,5.19,5.19
34.56,5.15,0.0,5.15,5.15,5.15
34.56,5.13,0.0,5.13,5.13,5.13
34.56,5.12,0.0,5.12,5.12,5.12
34.57,5.11,0.0,5.11,5.11,5.11
34.58,5.1,0.0,5.1,5.1,5.1
34.59,5.1,0.0,5.1,5.1,5.1
34.6,5.1,0.0,5.1,5.1,5.1
34.61,5.09,0.0,5.09,5.09,5.09
34.62,5.08,0.0,5.08,5.08,5.08
34.63,5.07,0.0,5.07,5.07,5.07
34.64,5.05,0.0,5.05,5.05,5.05
34.65,5.03,0.0,5.03,5.03,5.03
34.66,5.02,0.0,5.02,5.02,5.02
34.67,5.02,0.0,5.02,5.02,5.02
34.68,5.03,0.0,5.03,5.03,5.03
34.69,5.03,0.0,5.03,5.03,5.03
34.7,5.03,0.0,5.03,5.03,5.03
34.71,5.03,0.0,5.03,5.03,5.03
34.72,5.02,0.0,5.02,5.02,5.02
34.73,5.03,0.0,5.03,5.03,5.03
34.74,5.03,0.0,5.03,5.03,5.03
34.75,5.05,0.0,5.05,5.05,5.05
34.76,5.06,0.0,5.06,5.06,5.06
34.77,5.07,0.0,5.07,5.07,5.07
34.78,5.06,0.0,5.06,5.06,5.06
34.79,5.06,0.0,5.06,5.06,5.06
34.8,5.05,0.0,5.05,5.05,5.05
34.81,5.04,0.0,5.04,5.04,5.04
34.82,5.04,0.0,5.04,5.04,5.04
34.83,5.04,0.0,5.04,5.04,5.04
34.84,5.04,0.0,5.04,5.04,5.04
34.85,5.05,0.0,5.05,5.05,5.05
34.86,5.05,0.0,5.05,5.05,5.05
34.87,5.05,0.0,5.05,5.05,5.05
34.88,5.06,0.0,5.06,5.06,5.06
34.89,5.05,0.0,5.05,5.05,5.05
34.9,5.05,0.0,5.05,5.05,5.05
34.91,5.04,0.0,5.04,5.04,5.04
34.92,5.03,0.0,5.03,5.03,5.03
34.93,5.03,0.0,5.03,5.03,5.03
34.94,5.04,0.0,5.04,5.04,5.04
34.95,5.04,0.0,5.04,5.04,5.04
34.96,5.06,0.0,5.06,5.06,5.06
34.98,5.06,0.0,5.06,5.06,5.06
34.98,5.06,0.0,5.06,5.06,5.06
34.99,5.06,0.0,5.06,5.06,5.06
35.0,5.06,0.0,5.06,5.06,5.06
35.01,5.07,0.0,5.07,5.07,5.07
35.02,5.07,0.0,5.07,5.07,5.07
35.03,5.07,0.0,5.07,5.07,5.07
35.04,5.07,0.0,5.07,5.07,5.07
35.06,5.07,0.0,5.07,5.07,5.07
35.06,5.07,0.0,5.07,5.07,5.07
35.07,5.08,0.0,5.08,5.08,5.08
35.08,5.07,0.0,5.07,5.07,5.07
35.09,5.06,0.0,5.06,5.06,5.06
35.1,5.04,0.0,5.04,5.04,5.04
35.11,5.02,0.0,5.02,5.02,5.02
35.12,4.99,0.0,4.99,4.99,4.99
35.14,4.99,0.0,4.99,4.99,4.99
35.14,4.98,0.0,4.98,4.98,4.98
35.15,4.97,0.0,4.97,4.97,4.97
35.16,4.96,0.0,4.96,4.96,4.96
35.17,4.92,0.0,4.92,4.92,4.92
35.18,4.91,0.0,4.91,4.91,4.91
35.19,4.9,0.0,4.9,4.9,4.9
35.2,4.9,0.0,4.9,4.9,4.9
35.21,4.91,0.0,4.91,4.91,4.91
35.22,4.93,0.0,4.93,4.93,4.93
35.23,4.94,0.0,4.94,4.94,4.94
35.24,4.94,0.0,4.94,4.94,4.94
35.25,4.93,0.0,4.93,4.93,4.93
35.26,4.92,0.0,4.92,4.92,4.92
35.27,4.93,0.0,4.93,4.93,4.93
35.28,4.95,0.0,4.95,4.95,4.95
